,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model
347,91,55.81847050005062,1.5,0.4793315590330921,253.53502191198504,1.0,0.8155035211534639,115.74238829843294,1.5,0.46953610899426534,165.74341786520267,10.0,0.46829343574658067,95.36661015238771,10.0,0.7289326350111811,2.5,1.5,4.5,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,7,9,1,7,10,2,2,4,9,3,5,3,10,7,3,2,57,6,dikesnet
348,52,100.35125905869168,1.0,0.68496901980084,63.29225460235673,1.0,0.6528473739595543,336.3959495870807,10.0,0.7870869539635159,213.95944743544462,1.5,0.568574906901181,302.0277556923367,1.5,0.22271509807197604,3.5,1.5,3.5,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,7,9,1,7,10,2,2,4,9,3,5,3,10,7,3,2,58,6,dikesnet
349,107,292.8233082951824,1.0,0.7795481054539407,266.0182829264403,10.0,0.15560863306960748,176.22074019371556,1.0,0.6110666215794633,89.84305450027344,1.5,0.038805347253349734,100.6222936689315,10.0,0.9930944036001035,3.5,3.5,3.5,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,7,9,1,7,10,2,2,4,9,3,5,3,10,7,3,2,59,6,dikesnet
350,4,271.16521829144165,10.0,0.11473428543727024,296.9252820297249,1.0,0.11984693776646135,217.20900245487013,1.5,0.012233611245295366,232.38294716257604,10.0,0.005590642457458701,69.65577628045828,1.0,0.6605629796662257,4.5,2.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,10,7,dikesnet
351,15,310.53868392546025,10.0,0.4583035795037176,326.7170164354118,1.5,0.5404803585492376,329.58837987277406,1.0,0.3996422495879736,282.59630196807103,10.0,0.5255010554651771,256.94339301513855,1.0,0.12361230276429125,4.5,1.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,11,7,dikesnet
352,125,203.26180075928858,1.5,0.9450554980777851,300.67254306632526,1.0,0.5874760595346658,238.66563000656737,1.5,0.26362400712625184,144.01214649904125,1.5,0.7731340392882234,291.6580105737909,10.0,0.46167493488263306,4.5,4.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,12,7,dikesnet
353,80,119.11939819627099,1.5,0.33284686929553126,285.83709187380606,1.0,0.7340796397577415,158.22019504476947,10.0,0.8103177342372773,187.40037194202904,1.5,0.37553549243145234,144.97065302452592,1.0,0.296971270027979,2.5,1.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,13,7,dikesnet
354,112,40.70480484532925,10.0,0.19696416947139198,187.5007104064448,10.0,0.2733862827345842,107.55140219716067,1.5,0.6588861781803251,94.84033044260939,1.0,0.9119169366784726,214.53654909974205,10.0,0.7461728733815786,2.5,2.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,14,7,dikesnet
355,40,301.21273297847125,1.0,0.3860608923973887,226.14184932218836,1.5,0.7584780884269063,299.3319226819486,1.0,0.08653647386186779,64.16780088920038,1.0,0.6480074409735753,52.390241331556666,1.5,0.8773446053930825,2.5,4.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,15,7,dikesnet
356,49,33.05401525888614,10.0,0.8879090078015506,182.22996904520994,1.0,0.7050216593424534,106.47607664004708,1.5,0.3198998123584157,179.026261491141,1.0,0.9615360848001132,181.06584007777684,10.0,0.5517902330763436,3.5,3.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,16,7,dikesnet
357,117,170.82708196046357,10.0,0.4836375742046283,240.95478324892494,10.0,0.6818430392517557,143.2270725392365,1.0,0.8506435302623858,205.78239707539882,1.5,0.1841582313500408,147.79404129804644,1.5,0.7871985551517641,2.5,4.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,17,7,dikesnet
358,116,111.5490986596883,1.5,0.429820494465013,110.14095797507233,1.0,0.7928091900546608,83.8907923068519,10.0,0.21905846794289308,336.7716104338656,1.0,0.14474642458278997,324.49346419008214,1.5,0.9703860280797986,2.5,1.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,18,7,dikesnet
359,57,102.12801718425264,1.0,0.5494319993064353,124.71603672446797,1.0,0.40690320293167975,58.29059278909395,1.0,0.43853117577376,33.208654452788544,10.0,0.2422918129337012,81.62323852646723,1.0,0.0035911752986827607,2.5,3.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,19,7,dikesnet
360,104,277.78804295648797,10.0,0.7147707917601973,99.04760569136974,10.0,0.9795342500300231,151.62372357252445,1.5,0.7254272200774691,87.09307316318896,1.5,0.6122208337425585,192.56395058129897,10.0,0.06388461380544402,1.5,4.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,20,7,dikesnet
361,122,211.5625247888928,10.0,0.996311035445599,349.1341920858719,1.5,0.902022753500965,194.10469866511283,1.0,0.8859239829575785,326.20617554170065,10.0,0.7297355969648375,272.9362912282893,1.0,0.44735417462031657,3.5,3.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,21,7,dikesnet
362,94,124.01094623391621,1.5,0.6694588761247656,305.77543615657373,10.0,0.9850270544873995,344.7151577442828,10.0,0.9699606427348545,192.66594798053302,1.0,0.2808817340963456,124.89486879851385,1.5,0.08661559098862155,1.5,1.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,22,7,dikesnet
363,9,241.70444385882024,10.0,0.20353995860408983,272.03901301400555,10.0,0.3470929720652184,284.35790737283696,1.0,0.03208866629669428,174.87353060081807,10.0,0.09152026736917682,244.18199648034965,10.0,0.8356971733852652,4.5,1.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,23,7,dikesnet
364,86,189.61856230445767,1.0,0.2671555972980111,137.1923395856847,10.0,0.6294755682616319,126.01840081480668,10.0,0.3232878268335305,239.85987702511082,10.0,0.8900194744709395,130.4403215902666,1.0,0.6408604670908915,3.5,4.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,24,7,dikesnet
365,83,315.14237466336715,10.0,0.16457155799780057,31.096300058201653,1.5,0.7644929644393881,187.32088912905266,10.0,0.5145336894557172,243.4950670348165,10.0,0.9399776550702075,312.1458841021165,10.0,0.048690287538290966,2.5,3.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,25,7,dikesnet
366,76,159.16428298642865,10.0,0.24464281160851706,274.25029357376127,1.5,0.9264728748797801,45.74360487866256,1.0,0.1970280754572194,78.47053469764036,1.5,0.31293491300070675,133.90901287688024,1.5,0.37456282645515304,4.5,1.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,26,7,dikesnet
367,73,78.19175070862069,1.5,0.7378799181601118,153.59857241207928,1.0,0.12051124395626218,323.2424396006539,10.0,0.636875300277579,302.33245510270467,1.0,0.8744954739045528,347.9788771007963,1.5,0.484231760138688,1.5,4.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,27,7,dikesnet
368,58,256.96044619468705,1.5,0.3660798302767904,256.2996782087753,1.0,0.3025022857244178,136.96532052194664,10.0,0.23352727566131273,44.42345523680395,1.0,0.4074409450920341,109.2198695527718,1.0,0.7123126102850599,1.5,3.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,28,7,dikesnet
369,39,93.48923581095522,1.5,0.08203132732103759,104.14406681308307,10.0,0.3334017298146562,314.4449521831597,1.0,0.2942336168275038,266.1469916104659,1.5,0.04562994137542406,172.98161174570996,1.0,0.1768814278078747,1.5,2.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,29,7,dikesnet
370,124,150.0027213273794,1.5,0.003014750917630198,315.41519990914225,10.0,0.8843511438940745,224.67745726090908,1.5,0.9119225781107131,279.55945041371933,1.5,0.12989667856155815,230.73055239328224,10.0,0.7625819552957069,2.5,2.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,30,7,dikesnet
371,2,170.32326897473516,1.5,0.04788996520913669,318.29022006395326,10.0,0.05911724287488488,309.835435864474,1.0,0.7545205220785981,349.1197661780365,1.0,0.4427265479424547,114.1643087849327,10.0,0.5605314486950551,1.5,4.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,31,7,dikesnet
372,110,52.22773221699917,1.0,0.03192935130599645,88.67132709823434,1.0,0.947705563537918,338.536878682548,10.0,0.6963597999883311,270.8162941605492,10.0,0.5905978593394229,310.33526167435815,1.5,0.15111887284941644,1.5,2.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,32,7,dikesnet
373,55,239.45774175854783,1.5,0.9264861172702623,233.58774102046124,10.0,0.2874806841619021,34.42395290461369,1.0,0.2586321823607094,49.7466560730105,10.0,0.5065026959467818,158.46038630590095,1.5,0.6046547460232519,4.5,2.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,33,7,dikesnet
374,22,138.97023209632266,1.0,0.5197694905862373,289.897438907375,1.0,0.24642521135520323,205.0524795928352,1.0,0.44070550818009685,258.39116110883947,1.0,0.6770933292103695,167.98495144759517,1.5,0.4363084799603978,1.5,2.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,34,7,dikesnet
375,67,48.503657756527645,1.0,0.5336454328682062,191.56317166342188,10.0,0.8583262943179443,230.10156696442877,10.0,0.8312377567717135,110.5460795310939,1.5,0.337584290304513,277.9825301447531,1.0,0.3812897666259789,1.5,1.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,35,7,dikesnet
376,65,134.6616745879207,10.0,0.30380399281640963,86.8151984945879,1.5,0.18573361773568678,274.8548435372179,10.0,0.042812559708734196,161.78962429817022,10.0,0.388577421611717,153.31033520856428,1.5,0.4017311399762398,2.5,3.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,36,7,dikesnet
377,101,86.30519230336134,1.5,0.2906171106883898,57.81690848052811,1.0,0.17412278093350297,291.6831675657659,10.0,0.7654043180837624,197.19826197200388,1.5,0.544088843441051,33.033587182447455,1.5,0.6273788630293974,1.5,3.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,37,7,dikesnet
378,29,283.0595968925854,10.0,0.4163769892180832,43.34684018779248,1.5,0.4817087671618295,120.65068608556656,1.5,0.5856476093157976,289.982937031722,1.0,0.4336818729219972,45.20964876804541,1.5,0.31646087905548004,1.5,4.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,38,7,dikesnet
379,129,182.18259730468046,10.0,0.9189647340766672,37.09705941482287,1.0,0.2014150750895132,296.1108879635998,10.0,0.6673628480458278,311.2223659731799,1.0,0.7466459720613964,261.6911898034487,1.5,0.11307214400517977,3.5,4.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,39,7,dikesnet
380,13,227.7026972307942,10.0,0.35762572074478954,166.23821729654085,10.0,0.6022604830915258,76.63898986399363,10.0,0.40942380396517486,136.54787864284089,10.0,0.7061895900673779,66.05367010201692,1.0,0.2689256061266495,4.5,1.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,40,7,dikesnet
381,33,62.78869197226291,1.0,0.5640086870388394,208.43688481531728,10.0,0.38308086759960164,96.63239325626489,1.5,0.49068518967744534,71.85780960620126,1.5,0.07717882330682334,184.38798284987416,10.0,0.5935343360510472,4.5,2.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,41,7,dikesnet
382,63,193.5325962645734,1.0,0.607332273015666,174.15437335704254,10.0,0.2279057725446813,65.08579787327889,1.0,0.1686240569914054,58.47780855105036,1.0,0.83431174849354,57.1904337381349,1.0,0.027148315009238557,4.5,3.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,42,7,dikesnet
383,26,348.19064243308867,1.0,0.8089765242837011,200.1571675858309,1.5,0.6701732803890597,253.06385231409206,1.5,0.5685945041031739,120.32834096477957,1.5,0.7841858480340683,282.74881396203136,10.0,0.20278154929343956,3.5,2.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,43,7,dikesnet
384,46,287.2361820441296,1.0,0.7805893706328695,71.76531928425872,1.5,0.4519627951313593,88.44413372298378,1.5,0.15545819306299166,224.53924956467202,10.0,0.6861585349028053,208.43065764460454,1.5,0.24476445186502793,4.5,3.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,44,7,dikesnet
385,31,152.53510881513552,1.5,0.8240499242876093,332.26317408298263,1.5,0.5355173998613212,267.94906410050334,1.0,0.952224883393803,39.59347916816892,10.0,0.2226897260603548,235.84595454089788,1.0,0.3349046948020124,3.5,4.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,45,7,dikesnet
386,17,73.72003282305874,1.0,0.07759506355519478,53.52797811655621,1.0,0.5715537195396545,68.40755781411272,1.5,0.11269204796259169,296.89100511355576,1.0,0.3408819554981967,77.39066282297718,1.0,0.93534074936441,3.5,4.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,46,7,dikesnet
387,35,264.3650156111564,1.0,0.7561282736709728,161.12049678764524,1.5,0.8228752589507088,197.7425461160664,1.5,0.9893114638695896,339.30025690047614,1.5,0.8456652721040252,228.18141411551895,1.5,0.9472583975678597,4.5,3.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,47,7,dikesnet
388,100,337.5905136323562,1.5,0.6210263464492326,140.6125973779886,1.0,0.5116244799966847,256.5782718801931,10.0,0.3538013312911875,115.86133106208143,1.0,0.2708929492346338,221.05195220208526,10.0,0.1893770589283175,1.5,1.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,48,7,dikesnet
389,131,231.51578873938718,1.5,0.6470528235403744,113.47588219894256,10.0,0.06800677145676226,150.31582340279272,10.0,0.37283238691111015,314.6089665442474,10.0,0.9959683966470567,251.0132975922586,1.0,0.8988519036084196,3.5,4.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,49,7,dikesnet
390,96,129.59293717486474,1.5,0.14697907311175948,130.90064710128715,1.5,0.36515028314404846,54.70369442151035,1.0,0.13489756502284467,103.12041157055958,1.5,0.1165503758779342,342.98573981295414,10.0,0.9074995591989404,4.5,2.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,50,7,dikesnet
391,70,217.7886539692384,10.0,0.2270141298978588,217.96120379076254,1.5,0.08080562739742658,168.77990407418275,1.5,0.06407142670189046,248.37403186879737,10.0,0.164378369817201,295.1079880564028,10.0,0.801556240060007,2.5,2.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,51,7,dikesnet
392,7,318.14374008826474,1.0,0.8481764742626492,245.15620198452257,1.5,0.029482246273619714,42.26851664851709,1.5,0.7012440546010756,129.85454005351957,1.5,0.6271652681909651,38.45623680815562,10.0,0.3553529697006439,3.5,2.5,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,52,7,dikesnet
393,77,248.966641646103,1.0,0.9748842304360864,150.86398753536085,1.5,0.861077786503666,264.17137026623175,1.5,0.5414583159696078,152.3461417678131,1.0,0.947355831939825,335.49443670461307,1.0,0.5207704955097093,3.5,2.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,53,7,dikesnet
394,88,332.2592742926719,10.0,0.5858985463957691,78.42664422014326,10.0,0.4223679686859283,242.26672815661124,1.0,0.8700373224158484,216.16897850893486,1.0,0.4941005104734163,92.50439781116333,1.5,0.6863429536408987,3.5,3.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,54,7,dikesnet
395,43,202.67482681854096,1.5,0.8733821820471229,338.2503025268321,1.5,0.461371752311605,214.41238080631436,10.0,0.5320107058999013,319.8461827466514,1.5,0.8040308294071394,197.40570794252804,1.0,0.853517823416407,1.5,1.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,55,7,dikesnet
396,19,326.9533795080289,1.5,0.13705120137627674,213.0509513948924,1.0,0.019013598076636298,183.11805365896848,1.5,0.920658932788621,149.2088354847138,10.0,0.20274609528596435,323.07237743460627,10.0,0.5190072419009935,2.5,4.5,1.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,56,7,dikesnet
397,91,55.81847050005062,1.5,0.4793315590330921,253.53502191198504,1.0,0.8155035211534639,115.74238829843294,1.5,0.46953610899426534,165.74341786520267,10.0,0.46829343574658067,95.36661015238771,10.0,0.7289326350111811,2.5,1.5,4.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,57,7,dikesnet
398,52,100.35125905869168,1.0,0.68496901980084,63.29225460235673,1.0,0.6528473739595543,336.3959495870807,10.0,0.7870869539635159,213.95944743544462,1.5,0.568574906901181,302.0277556923367,1.5,0.22271509807197604,3.5,1.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,58,7,dikesnet
399,107,292.8233082951824,1.0,0.7795481054539407,266.0182829264403,10.0,0.15560863306960748,176.22074019371556,1.0,0.6110666215794633,89.84305450027344,1.5,0.038805347253349734,100.6222936689315,10.0,0.9930944036001035,3.5,3.5,3.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,10,0,3,10,0,7,6,10,5,6,10,10,1,59,7,dikesnet
400,4,271.16521829144165,10.0,0.11473428543727024,296.9252820297249,1.0,0.11984693776646135,217.20900245487013,1.5,0.012233611245295366,232.38294716257604,10.0,0.005590642457458701,69.65577628045828,1.0,0.6605629796662257,4.5,2.5,1.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,10,8,dikesnet
401,15,310.53868392546025,10.0,0.4583035795037176,326.7170164354118,1.5,0.5404803585492376,329.58837987277406,1.0,0.3996422495879736,282.59630196807103,10.0,0.5255010554651771,256.94339301513855,1.0,0.12361230276429125,4.5,1.5,2.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,11,8,dikesnet
402,125,203.26180075928858,1.5,0.9450554980777851,300.67254306632526,1.0,0.5874760595346658,238.66563000656737,1.5,0.26362400712625184,144.01214649904125,1.5,0.7731340392882234,291.6580105737909,10.0,0.46167493488263306,4.5,4.5,4.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,12,8,dikesnet
403,80,119.11939819627099,1.5,0.33284686929553126,285.83709187380606,1.0,0.7340796397577415,158.22019504476947,10.0,0.8103177342372773,187.40037194202904,1.5,0.37553549243145234,144.97065302452592,1.0,0.296971270027979,2.5,1.5,2.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,13,8,dikesnet
404,112,40.70480484532925,10.0,0.19696416947139198,187.5007104064448,10.0,0.2733862827345842,107.55140219716067,1.5,0.6588861781803251,94.84033044260939,1.0,0.9119169366784726,214.53654909974205,10.0,0.7461728733815786,2.5,2.5,4.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,14,8,dikesnet
405,40,301.21273297847125,1.0,0.3860608923973887,226.14184932218836,1.5,0.7584780884269063,299.3319226819486,1.0,0.08653647386186779,64.16780088920038,1.0,0.6480074409735753,52.390241331556666,1.5,0.8773446053930825,2.5,4.5,2.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,15,8,dikesnet
406,49,33.05401525888614,10.0,0.8879090078015506,182.22996904520994,1.0,0.7050216593424534,106.47607664004708,1.5,0.3198998123584157,179.026261491141,1.0,0.9615360848001132,181.06584007777684,10.0,0.5517902330763436,3.5,3.5,4.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,16,8,dikesnet
407,117,170.82708196046357,10.0,0.4836375742046283,240.95478324892494,10.0,0.6818430392517557,143.2270725392365,1.0,0.8506435302623858,205.78239707539882,1.5,0.1841582313500408,147.79404129804644,1.5,0.7871985551517641,2.5,4.5,3.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,17,8,dikesnet
408,116,111.5490986596883,1.5,0.429820494465013,110.14095797507233,1.0,0.7928091900546608,83.8907923068519,10.0,0.21905846794289308,336.7716104338656,1.0,0.14474642458278997,324.49346419008214,1.5,0.9703860280797986,2.5,1.5,1.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,18,8,dikesnet
409,57,102.12801718425264,1.0,0.5494319993064353,124.71603672446797,1.0,0.40690320293167975,58.29059278909395,1.0,0.43853117577376,33.208654452788544,10.0,0.2422918129337012,81.62323852646723,1.0,0.0035911752986827607,2.5,3.5,1.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,19,8,dikesnet
410,104,277.78804295648797,10.0,0.7147707917601973,99.04760569136974,10.0,0.9795342500300231,151.62372357252445,1.5,0.7254272200774691,87.09307316318896,1.5,0.6122208337425585,192.56395058129897,10.0,0.06388461380544402,1.5,4.5,4.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,20,8,dikesnet
411,122,211.5625247888928,10.0,0.996311035445599,349.1341920858719,1.5,0.902022753500965,194.10469866511283,1.0,0.8859239829575785,326.20617554170065,10.0,0.7297355969648375,272.9362912282893,1.0,0.44735417462031657,3.5,3.5,3.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,21,8,dikesnet
412,94,124.01094623391621,1.5,0.6694588761247656,305.77543615657373,10.0,0.9850270544873995,344.7151577442828,10.0,0.9699606427348545,192.66594798053302,1.0,0.2808817340963456,124.89486879851385,1.5,0.08661559098862155,1.5,1.5,4.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,22,8,dikesnet
413,9,241.70444385882024,10.0,0.20353995860408983,272.03901301400555,10.0,0.3470929720652184,284.35790737283696,1.0,0.03208866629669428,174.87353060081807,10.0,0.09152026736917682,244.18199648034965,10.0,0.8356971733852652,4.5,1.5,3.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,23,8,dikesnet
414,86,189.61856230445767,1.0,0.2671555972980111,137.1923395856847,10.0,0.6294755682616319,126.01840081480668,10.0,0.3232878268335305,239.85987702511082,10.0,0.8900194744709395,130.4403215902666,1.0,0.6408604670908915,3.5,4.5,2.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,24,8,dikesnet
415,83,315.14237466336715,10.0,0.16457155799780057,31.096300058201653,1.5,0.7644929644393881,187.32088912905266,10.0,0.5145336894557172,243.4950670348165,10.0,0.9399776550702075,312.1458841021165,10.0,0.048690287538290966,2.5,3.5,1.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,25,8,dikesnet
416,76,159.16428298642865,10.0,0.24464281160851706,274.25029357376127,1.5,0.9264728748797801,45.74360487866256,1.0,0.1970280754572194,78.47053469764036,1.5,0.31293491300070675,133.90901287688024,1.5,0.37456282645515304,4.5,1.5,1.5,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,6,5,8,5,4,0,3,8,3,2,1,10,9,4,8,0,26,8,dikesnet
